고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,고객등급
K281120,여,29,17-Dec-98,22.166667,1,선불,CAT 100,유지,BS110,4
K281130,여,22,31-Mar-96,55.2,2,선불,CAT 100,유지,WC95,4
K281140,남,16,03-Mar-96,56.133333,2,선불,CAT 100,유지,S50,1
K281150,여,16,16-Nov-99,11.033333,4,선불,CAT 100,유지,BS110,4
K281160,남,38,02-Nov-99,11.5,2,선불,CAT 100,유지,BS110,
K281170,여,44,01-Feb-99,20.633333,1,선불,CAT 100,유지,CAS30,1
K281180,남,64,06-Jan-99,21.5,1,선불,CAT 100,유지,BS110,3
K281190,여,15,02-Oct-98,24.7,2,선불,CAT 100,유지,WC95,5
K281200,남,12,21-Sep-96,49.4,2,선불,CAT 100,유지,S50,1
K281210,여,17,05-Dec-99,10.4,10,선불,CAT 100,유지,BS110,1
K281220,남,15,12-Nov-98,23.333333,2,선불,CAT 100,유지,BS110,3
K281230,여,14,25-Mar-97,43.233333,0,선불,CAT 100,이탈,CAS30,
K281240,남,36,04-Mar-96,56.1,9,선불,CAT 100,유지,S50,5
K281250,남,27,05-Nov-97,35.733333,2,선불,CAT 100,유지,S50,3
K281260,남,25,19-Dec-98,22.1,2,선불,CAT 100,유지,S50,1
K281270,남,57,17-Jun-96,52.6,1,선불,CAT 100,유지,S50,4
K281280,여,61,11-Oct-98,24.4,1,선불,CAT 100,유지,WC95,1
K281290,여,45,13-Feb-98,32.4,1,선불,CAT 100,유지,WC95,1
K281300,여,41,16-Aug-98,26.266667,1,선불,CAT 100,이탈,CAS30,3
K281310,여,31,05-Jun-96,53,1,선불,CAT 100,유지,WC95,4
K281320,남,41,02-May-98,29.8,0,선불,CAT 100,유지,S50,1
K281330,남,27,12-Mar-99,19.333333,0,선불,CAT 100,유지,CAS30,1
K281340,남,32,27-Apr-97,42.133333,0,선불,CAT 100,유지,S50,1
K281350,여,16,23-Jun-97,40.233333,2,선불,CAT 100,이탈,CAS30,5
K281360,남,23,23-Feb-97,44.233333,2,선불,CAT 100,유지,S50,5
K281370,여,30,24-Feb-96,56.4,0,선불,CAT 100,유지,BS110,5
K281380,여,13,20-Jun-98,28.166667,0,선불,CAT 100,이탈,CAS30,3
K281390,여,37,23-Aug-99,13.866667,8,선불,CAT 100,이탈,CAS30,3
K281400,남,26,21-May-97,41.333333,2,선불,CAT 100,유지,S50,5
K281410,남,34,21-Jul-98,27.133333,2,선불,CAT 100,이탈,CAS30,2
K281420,여,13,03-Feb-97,44.9,0,선불,CAT 100,유지,BS110,
K281430,여,60,15-Jul-98,27.333333,1,선불,CAT 100,유지,BS110,3
K281440,남,21,18-May-97,41.433333,1,선불,CAT 100,이탈,CAS30,3
K281450,여,29,24-Apr-99,17.9,1,선불,CAT 100,이탈,CAS30,4
K281460,남,24,24-Jul-99,14.866667,1,선불,CAT 100,유지,S50,4
K281470,여,34,09-Mar-98,31.6,11,선불,CAT 100,유지,WC95,5
K281480,남,19,25-Aug-96,50.3,7,선불,CAT 100,이탈,S50,
K281490,여,37,20-Aug-96,50.466667,1,선불,CAT 100,이탈,CAS30,
K281500,남,21,26-Dec-97,34.033333,2,선불,CAT 100,유지,S50,
K281510,남,15,04-Feb-96,57.066667,0,선불,CAT 100,유지,BS110,3
K281520,남,14,13-Feb-98,32.4,0,선불,CAT 100,유지,S50,5
K281530,여,47,15-Apr-97,42.533333,1,선불,CAT 100,유지,WC95,1
K281540,남,24,21-Feb-99,19.966667,0,선불,CAT 100,유지,S50,
K281550,남,47,03-Jun-97,40.9,0,선불,CAT 100,유지,S50,3
K281560,여,18,26-Feb-96,56.333333,0,선불,CAT 100,이탈,CAS30,2
K281570,여,38,04-Oct-97,36.8,0,선불,CAT 100,유지,BS110,1
K281580,여,46,06-Dec-96,46.866667,0,선불,CAT 100,이탈,WC95,1
K281590,여,30,20-Apr-97,42.366667,0,선불,CAT 100,이탈,CAS30,4
K281600,여,36,03-Oct-96,49,7,선불,CAT 100,유지,BS110,2
K281610,남,49,18-Jul-98,27.233333,1,선불,CAT 100,이탈,CAS30,5
K281620,여,14,01-Mar-97,44.033333,1,선불,CAT 100,유지,BS110,5
K281630,남,43,13-Jan-96,57.8,1,선불,CAT 100,유지,S50,5
K281640,남,23,24-Apr-97,42.233333,0,선불,CAT 100,유지,S50,2
K281650,여,47,06-Dec-96,46.866667,2,선불,CAT 100,유지,BS110,2
K281660,여,16,10-Oct-99,12.266667,1,선불,CAT 100,유지,WC95,2
K281670,남,28,14-Oct-97,36.466667,10,선불,CAT 100,유지,BS110,3
K281680,여,35,16-Jul-99,15.133333,2,선불,CAT 100,이탈,CAS30,3
K281690,남,22,20-Oct-99,11.933333,1,선불,CAT 100,유지,S50,1
K281700,여,13,10-Nov-97,35.566667,1,선불,CAT 100,유지,BS110,3
K281710,남,28,14-Jul-99,15.2,2,선불,CAT 100,이탈,CAS30,2
K281720,남,21,09-Oct-99,12.3,0,선불,CAT 100,유지,S50,
K281730,여,32,22-Nov-96,47.333333,1,선불,CAT 100,이탈,CAS30,4
K281740,남,17,26-Jan-97,45.166667,0,선불,CAT 100,유지,S50,3
K281750,남,13,21-Oct-97,36.233333,0,선불,CAT 100,유지,S50,2
K281760,남,41,11-Mar-96,55.866667,9,선불,CAT 100,유지,BS110,3
K281770,남,27,22-Dec-97,34.166667,3,선불,CAT 100,유지,BS110,5
K281780,여,29,09-Dec-99,10.266667,2,선불,CAT 100,유지,WC95,5
K281790,여,13,04-Apr-96,55.066667,5,선불,CAT 100,유지,WC95,5
K281800,여,51,13-Dec-96,46.633333,1,선불,CAT 100,유지,BS110,2
K281810,남,21,19-Dec-97,34.266667,2,선불,CAT 100,이탈,CAS30,1
K281820,여,28,01-Oct-97,36.9,2,선불,CAT 100,유지,WC95,3
K281830,남,31,05-Oct-99,12.433333,0,선불,CAT 100,이탈,CAS30,5
K281840,여,36,27-May-98,28.966667,9,선불,CAT 100,유지,WC95,5
K281850,여,50,02-Mar-99,19.666667,1,선불,CAT 100,유지,WC95,1
K281860,남,65,21-Jul-97,39.3,0,선불,CAT 100,유지,BS110,3
K281870,남,27,02-Sep-97,37.866667,7,선불,CAT 100,유지,BS110,1
K281880,남,20,27-Jan-96,57.333333,1,선불,CAT 100,유지,S50,2
K281890,여,19,03-Mar-98,31.8,2,선불,CAT 100,유지,WC95,4
K281900,여,40,08-Jul-97,39.733333,6,선불,CAT 100,유지,WC95,1
K281910,남,58,31-May-99,16.666667,1,선불,CAT 100,유지,S50,5
K281920,여,20,17-Nov-96,47.5,0,선불,CAT 100,유지,BS110,1
K281930,남,38,21-May-98,29.166667,8,선불,CAT 100,이탈,CAS30,3
K281940,남,39,23-Feb-96,56.433333,0,선불,CAT 100,이탈,CAS30,3
K281950,여,23,03-Feb-97,44.9,0,선불,CAT 100,이탈,CAS30,5
K281960,남,28,16-Feb-99,20.133333,2,선불,CAT 100,유지,S50,3
K281970,여,15,03-Aug-97,38.866667,1,선불,CAT 100,유지,WC95,
K281980,남,21,22-Aug-99,13.9,8,선불,CAT 100,유지,BS110,5
K281990,여,23,11-Jul-99,15.3,0,선불,CAT 100,유지,WC95,2
K282000,남,14,08-Sep-98,25.5,0,선불,CAT 100,유지,BS110,1
K282010,여,20,13-Apr-98,30.433333,0,선불,CAT 100,유지,WC95,1
K282020,여,37,20-Jun-96,52.5,6,선불,CAT 100,유지,BS110,4
K282030,여,20,11-Feb-97,44.633333,1,선불,CAT 100,유지,BS110,3
K282040,남,37,27-Feb-97,44.1,2,선불,CAT 100,이탈,CAS30,
K282050,여,24,04-Apr-97,42.9,5,선불,CAT 100,유지,WC95,1
K282060,여,37,06-Jul-99,15.466667,4,선불,CAT 100,유지,WC95,5
K282070,남,29,18-Jun-98,28.233333,1,선불,CAT 100,이탈,CAS30,5
K282080,남,14,02-Jul-97,39.933333,2,선불,CAT 100,이탈,CAS30,1
K282090,여,22,06-Jan-97,45.833333,1,선불,CAT 100,이탈,CAS30,5
K282100,남,43,04-Jun-96,53.033333,0,선불,CAT 100,이탈,CAS30,1
K282110,여,22,23-Nov-98,22.966667,1,선불,CAT 100,유지,WC95,3
K282120,여,26,21-Sep-99,12.9,2,선불,CAT 100,유지,WC95,1
K282130,남,18,23-Aug-98,26.033333,1,선불,CAT 100,유지,S50,1
K282140,여,53,13-Apr-97,42.6,2,선불,CAT 100,이탈,CAS30,4
K282150,남,17,31-Jan-96,57.2,0,선불,CAT 100,유지,S50,
K282160,여,21,22-Jun-96,52.433333,1,선불,CAT 100,유지,BS110,4
K282170,남,22,21-Apr-99,18,2,선불,CAT 100,유지,BS110,3
K282180,남,42,15-Jul-98,27.333333,9,선불,CAT 100,유지,BS110,3
K282190,남,37,11-Aug-97,38.6,2,선불,CAT 100,이탈,CAS30,3
K282200,여,27,01-May-96,54.166667,1,선불,CAT 100,이탈,CAS30,2
K282210,남,29,08-May-97,41.766667,2,선불,CAT 100,유지,S50,2
K282220,남,29,08-Oct-98,24.5,7,선불,CAT 100,이탈,CAS30,3
K282230,남,35,22-Jul-96,51.433333,0,선불,CAT 100,유지,S50,5
K282240,여,29,01-Jul-96,52.133333,0,선불,CAT 100,유지,WC95,3
K282250,남,37,19-Jul-98,27.2,5,선불,CAT 100,유지,S50,5
K282260,여,36,19-Dec-99,9.933333,1,선불,CAT 100,이탈,CAS30,3
K282270,여,15,24-May-98,29.066667,0,선불,CAT 100,유지,WC95,
K282280,남,36,22-Sep-97,37.2,0,선불,CAT 100,유지,BS110,3
K282290,여,22,23-Jul-98,27.066667,2,선불,CAT 100,유지,WC95,2
K282300,여,25,22-Apr-98,30.133333,3,선불,CAT 100,유지,WC95,3
K282310,남,41,16-Nov-99,11.033333,1,선불,CAT 100,이탈,CAS30,1
K282320,여,30,01-Sep-98,25.733333,3,선불,CAT 100,유지,WC95,3
K282330,여,24,04-Jun-96,53.033333,2,선불,CAT 100,유지,WC95,4
K282340,남,45,24-Feb-96,56.4,9,선불,CAT 100,유지,S50,4
K282350,여,46,10-Oct-97,36.6,1,선불,CAT 100,유지,BS110,
K282360,여,18,12-May-99,17.3,2,선불,CAT 100,유지,WC95,4
K282370,여,63,05-Oct-97,36.766667,1,선불,CAT 100,유지,BS110,4
K282380,여,55,15-Jul-99,15.166667,2,선불,CAT 100,이탈,WC95,3
K282390,여,15,25-Jan-98,33.033333,0,선불,CAT 100,유지,BS110,3
K282400,남,14,21-Jan-97,45.333333,1,선불,CAT 100,유지,S50,3
K282410,남,16,20-Aug-98,26.133333,1,선불,CAT 100,유지,S50,4
K282420,여,62,02-Mar-99,19.666667,7,선불,CAT 100,유지,WC95,2
K282430,남,32,27-Dec-96,46.166667,2,선불,CAT 100,유지,BS110,2
K282440,여,24,15-Feb-98,32.333333,2,선불,CAT 100,유지,WC95,3
K282450,남,22,17-Aug-96,50.566667,2,선불,CAT 100,유지,S50,5
K282460,남,19,28-May-97,41.1,0,선불,CAT 100,유지,S50,4
K282470,남,35,04-Jan-96,58.1,1,선불,CAT 100,유지,S50,1
K282480,여,36,06-Nov-99,11.366667,8,선불,CAT 100,유지,BS110,4
K282490,여,46,16-Jun-97,40.466667,0,선불,CAT 100,유지,WC95,3
K282500,남,21,19-May-98,29.233333,9,선불,CAT 100,이탈,CAS30,3
K282510,여,22,06-Jul-99,15.466667,2,선불,CAT 100,이탈,CAS30,2
K282520,남,26,26-Aug-96,50.266667,2,선불,CAT 100,유지,S50,4
K282530,여,38,03-Jun-98,28.733333,1,선불,CAT 100,유지,WC95,5
K282540,여,21,02-Feb-98,32.766667,10,선불,CAT 100,유지,WC95,4
K282550,남,60,10-May-99,17.366667,2,선불,CAT 100,유지,BS110,
K282560,남,56,01-Sep-99,13.566667,1,선불,CAT 100,유지,BS110,4
K282570,여,20,12-Jan-96,57.833333,2,선불,CAT 100,유지,WC95,5
K282580,여,24,08-Mar-97,43.8,1,선불,CAT 100,유지,WC95,5
K282590,남,36,11-Oct-96,48.733333,2,선불,CAT 100,이탈,CAS30,1
K282600,여,32,02-Jun-98,28.766667,2,선불,CAT 100,유지,CAS30,3
K282610,여,19,07-Aug-97,38.733333,0,선불,CAT 100,유지,WC95,4
K282620,여,41,02-Aug-97,38.9,0,선불,CAT 100,이탈,CAS30,5
K282630,남,67,25-Nov-99,10.733333,6,선불,CAT 100,유지,S50,5
K282640,여,21,03-Feb-98,32.733333,6,선불,CAT 100,유지,BS110,3
K282650,남,28,22-Nov-99,10.833333,2,선불,CAT 100,유지,S50,3
K282660,남,25,23-Apr-98,30.1,0,선불,CAT 100,유지,CAS30,5
K282670,남,35,18-May-96,53.6,2,선불,CAT 100,유지,S50,
K282680,남,14,15-Feb-98,32.333333,4,선불,CAT 100,유지,S50,5
K282690,여,27,27-Nov-97,35,6,선불,CAT 100,유지,WC95,3
K282700,남,12,25-Nov-99,10.733333,0,선불,CAT 100,이탈,S50,2
K282710,여,19,01-Oct-96,49.066667,2,선불,CAT 100,이탈,CAS30,1
K282720,남,48,01-Feb-96,57.166667,10,선불,CAT 100,유지,S50,1
K282730,남,41,19-Feb-99,20.033333,1,선불,CAT 100,유지,BS110,4
K282740,여,32,01-Dec-97,34.866667,8,선불,CAT 100,유지,BS110,2
K282750,여,27,26-Mar-97,43.2,0,선불,CAT 100,이탈,CAS30,
K282760,남,39,05-Sep-99,13.433333,1,선불,CAT 100,유지,S50,5
K282770,남,13,13-Feb-99,20.233333,2,선불,CAT 100,유지,S50,4
K282780,여,40,07-Jun-96,52.933333,1,선불,CAT 100,유지,BS110,5
K282790,남,21,05-Jul-99,15.5,0,선불,CAT 100,유지,BS110,5
K282800,여,13,26-Jun-99,15.8,2,선불,CAT 100,유지,WC95,1
K282810,여,44,23-Dec-99,9.8,1,선불,CAT 100,유지,WC95,5
K282820,여,30,24-Sep-97,37.133333,0,선불,CAT 100,유지,BS110,2
K282830,남,72,08-Apr-98,30.6,11,선불,CAT 100,유지,S50,3
K282840,남,76,07-Mar-96,56,2,선불,CAT 100,이탈,S50,3
K282850,여,56,16-Nov-96,47.533333,0,선불,CAT 100,유지,BS110,3
K282860,남,48,12-Jan-98,33.466667,1,선불,CAT 100,유지,S50,2
K282870,남,15,17-Aug-98,26.233333,2,선불,CAT 100,이탈,CAS30,4
K282880,여,14,14-Mar-98,31.433333,5,선불,CAT 100,유지,BS110,2
K282890,남,34,23-May-96,53.433333,0,선불,CAT 100,유지,BS110,1
K282900,여,13,07-Sep-98,25.533333,1,선불,CAT 100,이탈,CAS30,2
K282910,여,16,02-Dec-96,47,1,선불,CAT 100,이탈,CAS30,
K282920,남,63,27-Jul-99,14.766667,2,선불,CAT 100,유지,BS110,5
K282930,여,28,10-Apr-98,30.533333,2,선불,CAT 100,유지,WC95,4
K282940,남,78,09-Jul-99,15.366667,2,선불,CAT 100,유지,S50,1
K282950,남,56,02-May-99,17.633333,1,선불,CAT 100,유지,S50,4
K282960,여,25,25-Nov-97,35.066667,2,선불,CAT 100,유지,WC95,5
K282970,여,30,07-Mar-98,31.666667,2,선불,CAT 100,유지,WC95,1
K282980,여,55,07-Jun-99,16.433333,0,선불,CAT 100,유지,BS110,3
K282990,여,68,14-Aug-96,50.666667,2,선불,CAT 100,유지,WC95,1
K283000,남,58,08-Aug-98,26.533333,11,선불,CAT 100,유지,S50,
K283010,남,33,09-Apr-98,30.566667,1,선불,CAT 100,유지,S50,4
K283020,남,53,05-Dec-96,46.9,5,선불,CAT 100,유지,S50,4
K283030,남,19,16-May-97,41.5,1,선불,CAT 100,이탈,CAS30,1
K283040,여,41,22-Mar-96,55.5,1,선불,CAT 100,유지,WC95,3
K283050,남,33,06-Jan-98,33.666667,0,선불,CAT 100,이탈,CAS30,4
K283060,남,35,25-Nov-99,10.733333,1,선불,CAT 100,유지,S50,1
K283070,여,14,14-Oct-97,36.466667,1,선불,CAT 100,이탈,BS110,5
K283080,남,30,20-May-99,17.033333,1,선불,CAT 100,유지,S50,4
K283090,여,17,06-Mar-99,19.533333,2,선불,CAT 100,유지,WC95,
K283100,남,22,23-Apr-99,17.933333,6,선불,CAT 100,유지,BS110,1
K283110,여,17,25-Sep-97,37.1,2,선불,CAT 100,유지,WC95,5
K283120,남,32,05-Mar-96,56.066667,2,선불,CAT 100,유지,BS110,
K283130,남,15,18-Jan-98,33.266667,2,선불,CAT 100,유지,S50,5
K283140,남,21,17-Feb-96,56.633333,2,선불,CAT 100,유지,S50,4
K283150,남,60,16-Feb-97,44.466667,2,선불,CAT 100,이탈,CAS30,5
K283160,남,44,04-Sep-96,49.966667,0,선불,CAT 100,유지,S50,2
K283170,남,33,27-Oct-98,23.866667,2,선불,CAT 100,유지,S50,5
K283180,남,36,17-Oct-99,12.033333,1,선불,CAT 100,이탈,CAS30,3
K283190,여,17,13-Apr-98,30.433333,8,선불,CAT 100,유지,BS110,1
K283200,남,33,14-Jun-99,16.2,0,선불,CAT 100,유지,BS110,2
K283210,여,19,01-Jul-99,15.633333,2,선불,CAT 100,유지,BS110,3
K283220,남,18,11-Jan-96,57.866667,2,선불,CAT 100,유지,S50,3
K283230,남,27,08-Aug-97,38.7,0,선불,CAT 100,유지,BS110,2
K283240,남,27,08-May-97,41.766667,1,선불,CAT 100,유지,BS110,1
K283250,남,40,10-Nov-96,47.733333,2,선불,CAT 100,유지,BS110,2
K283260,남,16,19-Dec-98,22.1,1,선불,CAT 100,이탈,CAS30,5
K283270,남,43,26-Mar-97,43.2,9,선불,CAT 100,유지,S50,3
K283280,여,24,23-May-98,29.1,2,선불,CAT 100,이탈,CAS30,5
K283290,남,28,08-Apr-96,54.933333,2,선불,CAT 100,유지,S50,4
K283300,남,17,27-Mar-99,18.833333,5,선불,CAT 100,이탈,CAS30,2
K283310,남,19,04-Jun-96,53.033333,2,선불,CAT 100,이탈,CAS30,
K283320,남,19,22-Apr-97,42.3,2,선불,CAT 100,유지,S50,4
K283330,남,21,14-Apr-98,30.4,0,선불,CAT 100,유지,S50,2
K283340,남,43,11-Mar-96,55.866667,1,선불,CAT 100,이탈,CAS30,4
K283350,남,21,21-Jul-99,14.966667,1,선불,CAT 100,유지,S50,1
K283360,여,42,02-Dec-98,22.666667,2,선불,CAT 100,이탈,CAS30,5
K283370,남,29,16-May-98,29.333333,3,선불,CAT 100,유지,S50,3
K283380,남,24,14-Aug-98,26.333333,0,선불,CAT 100,유지,S50,2
K283390,남,23,20-Nov-96,47.4,2,선불,CAT 100,유지,BS110,2
K283400,여,25,04-Jul-98,27.7,10,선불,CAT 100,유지,WC95,5
K283410,여,25,10-Jul-96,51.833333,5,선불,CAT 100,유지,WC95,4
K283420,남,26,09-Jan-96,57.933333,4,선불,CAT 100,이탈,BS110,4
K283430,여,49,05-Feb-96,57.033333,1,선불,CAT 100,유지,WC95,1
K283440,여,19,14-May-96,53.733333,2,선불,CAT 100,유지,BS110,2
K283450,여,21,11-Feb-99,20.3,1,선불,CAT 100,이탈,CAS30,5
K283460,남,19,15-Nov-97,35.4,2,선불,CAT 100,이탈,CAS30,3
K283470,여,20,22-Oct-98,24.033333,2,선불,CAT 100,유지,BS110,5
K283480,남,37,07-Apr-99,18.466667,0,선불,CAT 100,유지,S50,4
K283490,여,20,17-Sep-96,49.533333,1,선불,CAT 100,이탈,CAS30,2
K283500,남,38,14-Aug-99,14.166667,2,선불,CAT 100,이탈,CAS30,2
K283510,남,24,23-Jul-97,39.233333,0,선불,CAT 100,유지,S50,
K283520,여,21,15-Oct-97,36.433333,9,선불,CAT 100,유지,WC95,3
K283530,남,37,07-May-96,53.966667,0,선불,CAT 100,유지,S50,5
K283540,여,16,18-Oct-96,48.5,2,선불,CAT 100,유지,BS110,1
K283550,남,33,09-Jan-99,21.4,0,선불,CAT 100,이탈,CAS30,
K283560,여,19,26-Dec-96,46.2,0,선불,CAT 100,유지,BS110,5
K283570,남,13,10-Apr-97,42.7,0,선불,CAT 100,이탈,CAS30,4
K283580,남,33,21-May-99,17,2,선불,CAT 100,이탈,CAS30,1
K283590,여,23,28-May-96,53.266667,2,선불,CAT 100,이탈,CAS30,2
K283600,여,16,05-Feb-98,32.666667,2,선불,CAT 100,이탈,CAS30,2
K283610,여,49,09-Dec-97,34.6,0,선불,CAT 100,유지,WC95,
K283620,여,54,20-Jan-98,33.2,9,선불,CAT 100,이탈,WC95,3
K283630,남,28,08-Jun-96,52.9,0,선불,CAT 100,이탈,CAS30,2
K283640,남,13,26-Jan-98,33,0,선불,CAT 100,유지,S50,2
K283650,여,24,16-Jun-96,52.633333,8,선불,CAT 100,유지,WC95,1
K283660,남,66,08-Mar-96,55.966667,1,선불,CAT 100,이탈,CAS30,1
K283670,남,30,07-Nov-99,11.333333,9,선불,CAT 100,유지,S50,2
K283680,여,31,09-Jan-99,21.4,2,선불,CAT 100,유지,WC95,1
K283690,여,27,07-Apr-96,54.966667,2,선불,CAT 100,유지,BS110,4
K283700,여,18,12-Aug-98,26.4,0,선불,CAT 100,유지,WC95,1
K283710,남,16,18-Oct-97,36.333333,1,선불,CAT 100,유지,S50,4
K283720,여,29,28-Sep-97,37,1,선불,CAT 100,유지,BS110,4
K283730,남,22,04-Apr-97,42.9,1,선불,CAT 100,이탈,CAS30,3
K283740,여,25,24-Sep-97,37.133333,11,선불,CAT 100,유지,WC95,3
K283750,여,32,06-May-96,54,1,선불,CAT 100,유지,WC95,4
K283760,남,22,14-Oct-96,48.633333,0,선불,CAT 100,유지,BS110,
K283770,여,27,03-Jan-99,21.6,0,선불,CAT 100,유지,WC95,4
K283780,남,55,18-Apr-99,18.1,1,선불,CAT 100,이탈,CAS30,2
K283790,남,24,03-Dec-98,22.633333,2,선불,CAT 100,유지,S50,5
K283800,여,28,07-Aug-99,14.4,8,선불,CAT 100,유지,WC95,5
K283810,여,27,22-Dec-98,22,7,선불,CAT 100,유지,WC95,4
K283820,여,25,17-Oct-99,12.033333,2,선불,CAT 100,유지,WC95,
K283830,여,25,23-Jun-96,52.4,2,선불,CAT 100,유지,BS110,5
K283840,여,23,13-Feb-96,56.766667,0,선불,CAT 100,이탈,CAS30,3
K283850,여,16,08-May-99,17.433333,1,선불,CAT 100,이탈,CAS30,1
K283860,남,20,09-Dec-98,22.433333,2,선불,CAT 100,유지,BS110,1
K283870,여,13,25-Aug-97,38.133333,2,선불,CAT 100,이탈,CAS30,1
K283880,여,46,26-Apr-99,17.833333,2,선불,CAT 100,유지,WC95,2
K283890,여,16,10-May-98,29.533333,0,선불,CAT 100,유지,WC95,1
K283900,여,42,15-Sep-97,37.433333,0,선불,CAT 100,유지,WC95,2
K283910,남,29,12-Oct-99,12.2,1,선불,CAT 100,유지,S50,4
K283920,여,26,18-Jan-98,33.266667,0,선불,CAT 100,유지,BS110,4
K283930,남,19,04-May-96,54.066667,1,선불,CAT 100,유지,S50,
K283940,여,32,23-Dec-98,21.966667,8,선불,CAT 100,유지,BS110,3
K283950,여,28,11-Aug-96,50.766667,0,선불,CAT 100,유지,WC95,1
K283960,여,35,15-Mar-96,55.733333,11,선불,CAT 100,유지,WC95,2
K283970,남,26,15-Sep-98,25.266667,0,선불,CAT 100,유지,S50,4
K283980,남,38,12-Sep-98,25.366667,2,선불,CAT 100,유지,S50,1
K283990,남,60,19-Dec-98,22.1,0,선불,CAT 100,유지,S50,3
K284000,남,13,27-Oct-99,11.7,2,선불,CAT 100,유지,S50,4
K284010,남,37,18-Dec-96,46.466667,1,선불,CAT 100,유지,BS110,3
K284020,남,21,18-Dec-98,22.133333,7,선불,CAT 100,유지,S50,5
K284030,남,17,14-May-96,53.733333,2,선불,CAT 100,유지,S50,3
K284040,남,17,26-Oct-97,36.066667,9,선불,CAT 100,이탈,CAS30,
K284050,여,19,17-Mar-99,19.166667,0,선불,CAT 100,유지,WC95,3
K284060,여,22,18-Aug-98,26.2,8,선불,CAT 100,유지,BS110,3
K284070,여,30,11-Sep-97,37.566667,2,선불,CAT 100,유지,BS110,
K284080,남,13,18-Aug-99,14.033333,2,선불,CAT 100,유지,BS110,3
K284090,남,35,12-Sep-96,49.7,5,선불,CAT 100,유지,S50,4
K284100,여,31,01-Oct-98,24.733333,1,선불,CAT 100,유지,BS110,1
K284110,남,68,01-Jun-96,53.133333,2,선불,CAT 100,유지,S50,2
K284120,여,50,27-Jul-98,26.933333,2,선불,CAT 100,유지,CAS30,
K284130,남,51,10-Jan-99,21.366667,0,선불,CAT 100,유지,S50,1
K284140,남,58,27-Dec-99,9.666667,3,선불,CAT 100,이탈,CAS30,2
K284150,여,29,01-Apr-96,55.166667,10,선불,CAT 100,유지,BS110,5
K284160,여,68,27-Jan-97,45.133333,2,선불,CAT 100,유지,BS110,
K284170,여,17,15-Nov-97,35.4,0,선불,CAT 100,유지,WC95,4
K284180,여,22,09-Aug-96,50.833333,0,선불,CAT 100,이탈,CAS30,4
K284190,남,20,16-Feb-97,44.466667,2,선불,CAT 100,유지,BS110,1
K284200,남,13,28-Jan-97,45.1,8,선불,CAT 100,유지,S50,3
K284210,남,20,20-Oct-99,11.933333,5,선불,CAT 100,유지,S50,
K284220,여,28,11-Apr-96,54.833333,0,선불,CAT 100,유지,WC95,4
K284230,남,66,23-May-96,53.433333,0,선불,CAT 100,유지,S50,
K284240,여,14,28-Mar-98,30.966667,1,선불,CAT 100,유지,BS110,5
K284250,남,50,24-Sep-99,12.8,8,선불,CAT 100,유지,S50,1
K284260,여,14,15-Dec-96,46.566667,2,선불,CAT 100,이탈,CAS30,2
K284270,남,26,08-Oct-97,36.666667,9,선불,CAT 100,이탈,CAS30,1
K284280,남,42,06-Nov-96,47.866667,0,선불,CAT 100,유지,S50,5
K284290,여,37,17-Mar-96,55.666667,1,선불,CAT 100,이탈,CAS30,
K284300,남,34,15-Apr-96,54.7,2,선불,CAT 100,유지,S50,5
K284310,남,16,25-Feb-98,32,0,선불,CAT 100,유지,BS110,2
K284320,여,26,24-Nov-98,22.933333,1,선불,CAT 100,유지,BS110,3
K284330,남,31,07-Jan-98,33.633333,7,선불,CAT 100,유지,BS110,
K284340,남,25,11-Nov-98,23.366667,1,선불,CAT 100,유지,S50,3
K284350,남,14,17-Aug-99,14.066667,11,선불,CAT 100,유지,BS110,3
K284360,여,27,13-May-98,29.433333,2,선불,CAT 100,이탈,CAS30,5
K284370,남,15,27-May-99,16.8,1,선불,CAT 100,이탈,CAS30,4
K284380,남,43,07-Apr-98,30.633333,0,선불,CAT 100,유지,S50,1
K284390,남,47,08-Nov-99,11.3,11,선불,CAT 100,유지,S50,4
K284400,여,33,22-Dec-98,22,10,선불,CAT 100,유지,WC95,5
K284410,여,36,09-Jun-99,16.366667,0,선불,CAT 100,이탈,CAS30,2
K284420,남,27,18-Feb-96,56.6,2,선불,CAT 100,유지,BS110,5
K284430,남,18,24-Sep-96,49.3,0,선불,CAT 100,이탈,CAS30,4
K284440,여,13,14-Jun-99,16.2,0,선불,CAT 100,유지,WC95,3
K284450,여,43,20-Mar-98,31.233333,1,선불,CAT 100,유지,BS110,5
K284460,여,26,05-Oct-96,48.933333,2,선불,CAT 100,유지,WC95,5
K284470,여,14,08-May-97,41.766667,2,선불,CAT 100,유지,BS110,3
K284480,남,30,27-Aug-99,13.733333,3,선불,CAT 100,유지,S50,5
K284490,남,28,05-Oct-97,36.766667,2,선불,CAT 100,유지,S50,4
K284500,남,29,27-Mar-97,43.166667,7,선불,CAT 100,유지,S50,4
K284510,여,26,05-Nov-97,35.733333,2,선불,CAT 100,이탈,CAS30,4
K284520,여,14,08-Jun-96,52.9,2,선불,CAT 100,이탈,CAS30,1
K284530,남,55,20-Feb-97,44.333333,10,선불,CAT 100,유지,S50,4
K284540,여,19,22-Apr-99,17.966667,2,선불,CAT 100,이탈,CAS30,5
K284550,여,20,18-Mar-99,19.133333,1,선불,CAT 100,유지,WC95,2
